,gene,gene_start,gene_end
2921,epd,3072671,3073691
2922,yggC,3073975,3074689
2923,fumE,3074685,3075195
2924,yggF,3075216,3076182
2925,yggP,3076178,3077456
2926,cmtA,3077470,3078859
2927,cmtB,3078886,3079330
2928,tktA,3079643,3081635
2929,loiP,3081912,3082671
2930,speB,3082876,3083797
2931,speA,3083934,3085911
2932,yqgB,3085919,3086051
2933,yqgC,3086186,3086402
2934,yqgD,3086398,3086650
2935,metK,3086705,3087860
2936,galP,3088283,3089678
2937,yggI,3089754,3090252
2938,endA,3090346,3091054
2939,rsmE,3091133,3091865
2940,gshB,3091877,3092828
2941,yqgE,3092936,3093500
2942,yqgF,3093499,3093916
2943,yggR,3094099,3095080
2944,yggS,3095097,3095802
2945,yggT,3095819,3096386
2946,yggU,3096382,3096673
2947,rdgB,3096680,3097274
2948,yggW,3097266,3098403
2949,yggM,3098557,3099565
2950,ansB,3099681,3100728
2951,yggN,3100903,3101623
2952,yggL,3101806,3102133
2953,trmI,3102132,3102852
2954,mutY,3103012,3104065
2955,yggX,3104092,3104368
2956,mltC,3104432,3105512
2957,nupG,3105713,3106970
2958,speC,3107019,3109155
2959,yqgA,3109552,3110260
2960,yghD,3110589,3111126
2961,yghE,3111127,3111988
2962,yghF,3112053,3112920
2963,yghG,3113066,3113477
2964,pppA,3113542,3114352
2965,yghJ,3114549,3119112
2966,glcA,3119596,3121279
2967,glcB,3121633,3123805
2968,glcG,3123826,3124231
2969,glcF,3124235,3125459
2970,glcE,3125469,3126522
2971,glcD,3126521,3128021
2972,glcC,3128271,3129036
2973,yghO,3129042,3130215
2974,insH-9,3130177,3131194
2975,yghQ,3131340,3132408
2976,yghR,3132453,3133212
2977,yghS,3133243,3133957
2978,yghT,3134130,3134823
2979,pitB,3134871,3136371
2980,gss,3136662,3138522
2981,yghU,3138726,3139593
2982,hybG,3139715,3139964
2983,hybF,3139976,3140318
2984,hybE,3140310,3140799
2985,hybD,3140791,3141286
2986,hybC,3141285,3142989
2987,hybB,3142985,3144164
2988,hybA,3144153,3145140
2989,hybO,3145142,3146261
2990,yghW,3146449,3146737
2991,yghX,3146855,3147691
2992,yqhI,3147596,3147740
2993,gpr,3147896,3148937
2994,yqhA,3148976,3149471
2995,yghA,3149661,3150546
2996,exbD,3150817,3151243
2997,exbB,3151249,3151984
2998,metC,3152235,3153423
2999,yghB,3153562,3154222
3000,yqhC,3154261,3155218
3001,yqhD,3155354,3156518
3002,dkgA,3156622,3157450
3003,yqhG,3157649,3158576
3004,yqhH,3158626,3158884
3005,ygiQ,3158926,3161146
3006,ftsP,3161256,3162669
3007,plsC,3162743,3163481
3008,parC,3163714,3165973
3009,ygiS,3166110,3167718
3010,mqsA,3167850,3168246
3011,mqsR,3168247,3168544
3012,ygiV,3168748,3169231
3013,ygiW,3169283,3169676
3014,qseB,3169827,3170487
3015,qseC,3170483,3171833
3016,ygiZ,3171878,3172211
3017,mdaB,3172529,3173111
3018,ygiN,3173141,3173456
3019,parE,3173503,3175396
3020,yqiA,3175424,3176006
3021,cpdA,3176005,3176833
3022,yqiB,3176857,3177280
3023,nudF,3177280,3177910
3024,tolC,3178114,3179596
3025,ygiA,3179595,3179856
3026,ygiB,3179743,3180415
3027,ygiC,3180420,3181581
3028,ygiD,3181618,3182434
3029,zupT,3182549,3183323
3030,yqiD,3183380,3183551
3031,ribB,3183812,3184466
3032,ubiK,3184839,3185130
3033,ygiL,3185413,3185965
3034,yqiG,3186024,3189865
3035,insC-5,3186186,3186552
3036,insD-5,3186509,3187415
3037,yqiH,3189880,3190630
3038,yqiI,3190631,3191696
3039,glgS,3191738,3191939
3040,yqiJ,3192207,3192837
3041,yqiK,3192863,3194525
3042,ibsD,3194765,3194825
3043,ibsE,3195140,3195200
3044,rfaE,3195319,3196753
3045,glnE,3196800,3199641
3046,ygiF,3199663,3200965
3047,ygiM,3201206,3201827
3048,cca,3201890,3203129
3049,bacA,3203309,3204131
3050,folB,3204220,3204589
3051,plsY,3204693,3205311
3052,ttdR,3205323,3206256
3053,ttdA,3206462,3207374
3054,ttdB,3207370,3207976
3055,ttdT,3208023,3209487
3056,tsaD,3209529,3210543
3057,rpsU,3210780,3210996
3058,dnaG,3211106,3212852
3059,rpoD,3213046,3214888
3060,mug,3214966,3215473
3061,nfeF,3215726,3216491
3062,nfeR,3216778,3217402
3063,aer,3217555,3219076
3064,patA,3219493,3220873
3065,ygjH,3220914,3221247
3066,ebgR,3221465,3222449
3067,ebgA,3222632,3225725
3068,ebgC,3225721,3226171
3069,ygjI,3226233,3227667
3070,ygjJ,3227800,3228871
3071,ygjK,3228887,3231239
3072,fadH,3231664,3233683
3073,higA,3233727,3234144
3074,higB,3234140,3234455
3075,rlmG,3234738,3235875
3076,ygjP,3235959,3236463
3077,ygjQ,3236539,3237232
3078,ygjR,3237310,3238297
3079,alx,3238579,3239545
3080,sstT,3239943,3241188
3081,ygjV,3241192,3241744
3082,uxaA,3241826,3243314
3083,uxaC,3243328,3244741
3084,exuT,3245223,3246522
3085,exuR,3246651,3247428
3086,yqjA,3247772,3248435
3087,mzrA,3248438,3248822
3088,yqjC,3248968,3249337
3089,yqjD,3249374,3249680
3090,yqjE,3249682,3250087
3091,yqjK,3250076,3250376
3092,yqjF,3250561,3250954
3093,yqjG,3251023,3252010
3094,yhaH,3252303,3252669
3095,yhaI,3252910,3253267
3096,yhaJ,3253317,3254214
3097,yhaK,3254318,3255020
3098,yhaL,3255042,3255207
3099,cyuA,3255340,3256651
3100,cyuP,3256678,3258010
3101,tdcG,3258284,3259649
3102,tdcF,3259720,3260110
3103,tdcE,3260123,3262418
3104,tdcD,3262451,3263660
3105,tdcC,3263685,3265017
3106,tdcB,3265038,3266028
3107,tdcA,3266126,3267065
3108,tdcR,3267379,3267598
3109,yhaB,3267853,3268393
3110,yhaC,3268414,3269602
3111,garK,3270624,3271770
3112,garR,3271866,3272751
3113,garL,3272786,3273557
3114,garP,3273572,3274907
3115,garD,3275281,3276853
3116,prlF,3277001,3277337
3117,yhaV,3277336,3277801
3118,agaR,3277855,3278665
3119,kbaZ,3278913,3280194
3120,agaV,3280216,3280690
3121,agaW,3280700,3281102
3122,agaA,3281121,3281625
3123,agaS,3281975,3283130
3124,kbaY,3283142,3284003
3125,agaB,3284169,3284646
3126,agaC,3284684,3285488
3127,agaD,3285477,3286269
3128,agaI,3286269,3287025
3129,yraH,3287425,3288010
3130,yraI,3288089,3288785
3131,yraJ,3288813,3291330
3132,yraK,3291340,3292432
3133,rsmI,3292474,3293335
3134,lpoA,3293399,3295436
3135,yraN,3295393,3295789
3136,diaA,3295808,3296399
3137,yraP,3296408,3296984
3138,yraQ,3297097,3298138
3139,yraR,3298210,3298846
3140,yhbO,3298973,3299492
3141,yhbP,3299471,3299915
3142,yhbQ,3299965,3300268
3143,yhbS,3300254,3300758
3144,yhbT,3300751,3301276
3145,yhbU,3301484,3302480
3146,yhbV,3302488,3303367
3147,yhbW,3303447,3304455
3148,mtr,3304572,3305817
3149,deaD,3305970,3307860
3150,yrbN,3307852,3307933
3151,nlpI,3308039,3308924
3152,pnp,3309032,3311168
3153,rpsO,3311414,3311684
3154,truB,3311832,3312777
3155,rbfA,3312776,3313178
3156,infB,3313341,3316014
3157,nusA,3316038,3317526
3158,rimP,3317553,3318006
3159,argG,3318636,3319980
3160,yhbX,3319987,3321613
3161,secG,3322172,3322505
3162,glmM,3322732,3324070
3163,folP,3324062,3324911
3164,ftsH,3325000,3326935
3165,rlmE,3327034,3327664
3166,yhbY,3327789,3328083
3167,greA,3328238,3328715
3168,dacB,3328962,3330396
3169,obgE,3330581,3331754
3170,yhbE,3331769,3332735
3171,rpmA,3332861,3333119
3172,rplU,3333139,3333451
3173,ispB,3333709,3334681
3174,sfsB,3334908,3335187
3175,murA,3335234,3336494
3176,ibaG,3336548,3336803
3177,mlaB,3336962,3337256
3178,mlaC,3337255,3337891
3179,mlaD,3337909,3338461
3180,mlaE,3338465,3339248
3181,mlaF,3339255,3340065
3182,yrbG,3340274,3341252
3183,kdsD,3341265,3342252
3184,kdsC,3342272,3342839
3185,lptC,3342835,3343411
3186,lptA,3343379,3343937
3187,lptB,3343943,3344669
3188,rpoN,3344716,3346150
3189,hpf,3346172,3346460
3190,ptsN,3346577,3347069
3191,rapZ,3347114,3347969
3192,npr,3347965,3348238
3193,yrbL,3348451,3349084
3194,mtgA,3349080,3349809
3195,elbB,3349805,3350459
3196,arcB,3350688,3353025
3197,yhcC,3353120,3354050
3198,gltB,3354724,3359185
3199,gltD,3359197,3360616
3200,gltF,3361175,3361940
3201,yhcA,3362111,3362786
3202,yhcD,3362806,3365188
3203,yhcE,3365184,3366929
3204,insH-10,3365701,3366718
3205,yhcF,3366925,3367642
3206,yhcG,3367826,3368954
3207,yhcH,3369013,3369478
3208,nanK,3369474,3370350
3209,nanE,3370346,3371036
3210,nanT,3371083,3372574
3211,nanA,3372682,3373576
3212,nanR,3373697,3374489
3213,dcuD,3374868,3376236
3214,sspB,3376278,3376776
3215,sspA,3376781,3377420
3216,rpsI,3377814,3378207
3217,rplM,3378222,3378651
3218,zapE,3378869,3379997
3219,yhcB,3380190,3380589
3220,degQ,3380742,3382110
3221,degS,3382199,3383267
3222,mdh,3383329,3384268
3223,argR,3384702,3385173
3224,yhcN,3385537,3385801
3225,yhcO,3385856,3386129
3226,aaeB,3386220,3388188
3227,aaeA,3388193,3389126
3228,aaeX,3389133,3389337
3229,aaeR,3389519,3390449
3230,tldD,3390582,3392028
3231,yhdP,3392457,3396258
3232,rng,3396325,3397795
3233,yhdE,3397784,3398378
3234,mreD,3398386,3398875
3235,mreC,3398874,3399978
3236,mreB,3400043,3401087
3237,csrD,3401391,3403332
3238,yhdH,3403483,3404458
3239,accB,3405435,3405906
3240,accC,3405916,3407266
3241,yhdT,3407374,3407617
3242,panF,3407606,3409058
3243,prmA,3409069,3409951
3244,dusB,3410279,3411245
3245,fis,3411270,3411567
3246,yhdJ,3411652,3412537
3247,yhdU,3412620,3412800
3248,envR,3412802,3413465
3249,acrE,3413863,3415021
3250,acrF,3415032,3418137
3251,yhdV,3418389,3418611
3252,yhdW,3419041,3420066
3253,yhdX,3420133,3421315
3254,yhdY,3421324,3422428
3255,yhdZ,3422435,3423194
3256,yrdA,3429235,3429790
3257,yrdB,3429765,3430023
3258,aroE,3430019,3430838
3259,tsaC,3430842,3431415
3260,yrdD,3431419,3431962
3261,smg,3431990,3432464
3262,smf,3432435,3433560
3263,def,3433689,3434199
3264,fmt,3434213,3435161
3265,rsmB,3435206,3436496
3266,trkA,3436517,3437894
3267,mscL,3438023,3438434
3268,arfA,3438430,3438649
3269,zntR,3438704,3439130
3270,yhdN,3439140,3439509
3271,rplQ,3439615,3439999
3272,rpoA,3440039,3441029
3273,rpsD,3441054,3441675
3274,rpsK,3441708,3442098
3275,rpsM,3442114,3442471
3276,rpmJ,3442617,3442734
3277,secY,3442765,3444097
3278,rplO,3444104,3444539
3279,rpmD,3444542,3444722
3280,rpsE,3444725,3445229
3281,rplR,3445243,3445597
3282,rplF,3445606,3446140
3283,rpsH,3446152,3446545
3284,rpsN,3446578,3446884
3285,rplE,3446898,3447438
3286,rplX,3447452,3447767
3287,rplN,3447777,3448149
3288,rpsQ,3448313,3448568
3289,rpmC,3448567,3448759
3290,rplP,3448758,3449169
3291,rpsC,3449181,3449883
3292,rplV,3449900,3450233
3293,rpsS,3450247,3450526
3294,rplB,3450542,3451364
3295,rplW,3451381,3451684
3296,rplD,3451680,3452286
3297,rplC,3452296,3452926
3298,rpsJ,3452958,3453270
3299,gspB,3453507,3453927
3300,gspA,3453928,3455398
3301,gspC,3455577,3456393
3302,gspD,3456376,3458329
3303,gspE,3458338,3459820
3304,gspF,3459816,3461013
3305,gspG,3461022,3461460
3306,gspH,3461467,3461977
3307,gspI,3461973,3462351
3308,gspJ,3462343,3462931
3309,gspK,3462923,3463907
3310,gspL,3463921,3465085
3311,gspM,3465081,3465543
3312,gspO,3465542,3466220
3313,bfr,3466248,3466725
3314,bfd,3466796,3466991
3315,chiA,3467159,3469853
3316,tufA,3470144,3471329
3317,fusA,3471399,3473514
3318,rpsG,3473541,3474081
3319,rpsL,3474177,3474552
3320,tusB,3474677,3474965
3321,tusC,3474972,3475332
3322,tusD,3475331,3475718
3323,yheO,3475717,3476440
3324,fkpA,3476606,3477419
3325,slyX,3477639,3477858
3326,slyD,3477906,3478497
3327,yheV,3478591,3478792
3328,kefB,3478801,3480607
3329,kefG,3480606,3481161
3330,yheS,3481288,3483202
3331,yheT,3483201,3484224
3332,yheU,3484217,3484436
3333,prkB,3484489,3485359
3334,yhfA,3485413,3485818
3335,crp,3486119,3486752
3336,yhfK,3486790,3488893
3337,argD,3488959,3490180
3338,pabA,3490265,3490829
3339,fic,3490860,3491463
3340,yhfG,3491452,3491620
3341,ppiA,3491724,3492297
3342,tsgA,3492567,3493749
3343,nirB,3494010,3496554
3344,nirD,3496550,3496877
3345,nirC,3497002,3497809
3346,cysG,3497827,3499201
3347,yhfL,3499447,3499615
3348,frlA,3499909,3501247
3349,frlB,3501267,3502290
3350,frlC,3502339,3503170
3351,frlD,3503166,3503952
3352,frlR,3504051,3504783
3353,yhfS,3504934,3506020
3354,yhfT,3506031,3507336
3355,yhfU,3507347,3507701
3356,php,3507711,3508590
3357,yhfW,3508586,3509813
3358,yhfX,3509812,3510976
3359,yhfY,3511059,3511422
3360,yhfZ,3511438,3512344
3361,trpS,3512633,3513638
3362,gph,3513630,3514389
3363,rpe,3514381,3515059
3364,dam,3515076,3515913
3365,damX,3516019,3517306
3366,aroB,3517397,3518486
3367,aroK,3518542,3519064
3368,hofQ,3519464,3520703
3369,hofP,3520614,3521019
3370,hofO,3521008,3521449
3371,hofN,3521432,3521972
3372,hofM,3521971,3522751
3373,mrcA,3522870,3525423
3374,nudE,3525588,3526149
3375,igaA,3526468,3528604
3376,yrfG,3528668,3529337
3377,hslR,3529347,3529749
3378,hslO,3529773,3530652
3379,yhgE,3530714,3532439
3380,pck,3532817,3534440
3381,envZ,3534515,3535868
3382,ompR,3535864,3536584
3383,greB,3536811,3537288
3384,yhgF,3537384,3539706
3385,feoA,3540162,3540390
3386,feoB,3540406,3542728
3387,feoC,3542727,3542964
3388,rpnA,3543166,3544045
3389,bioH,3544073,3544844
3390,yhgH,3544881,3545565
3391,nfuA,3545623,3546199
3392,gntT,3546558,3547875
3393,malQ,3547985,3550070
3394,malP,3550079,3552473
3395,malT,3553084,3555790
3396,rtcA,3555832,3556849
3397,rtcB,3556852,3558079
3398,rtcR,3558267,3559866
3399,glpR,3559847,3560605
3400,glpG,3560621,3561452
3401,glpE,3561496,3561823
3402,glpD,3562012,3563518
3403,yzgL,3563723,3564005
3404,glgP,3564133,3566581
3405,glgA,3566599,3568033
3406,glgC,3568032,3569328
3407,glgX,3569345,3571319
3408,glgB,3571315,3573502
3409,asd,3573774,3574878
3410,yhgN,3575070,3575664
3411,gntU,3575720,3577061
3412,gntK,3577064,3577592
3413,gntR,3577730,3578726
3414,yhhW,3578949,3579645
3415,yhhX,3579767,3580805
3416,yhhY,3581137,3581626
3417,yhhZ,3581862,3583041
3418,yrhA,3583037,3584309
3419,insA-6,3583482,3583758
3420,insB-6,3583676,3584180
3421,yrhD,3584403,3584559
3422,yrhB,3584758,3585043
3423,ggt,3585080,3586823
3424,yhhA,3586942,3587383
3425,ugpQ,3587369,3588113
3426,ugpC,3588109,3589180
3427,ugpE,3589181,3590027
3428,ugpA,3590023,3590911
3429,ugpB,3591008,3592325
3430,livF,3592723,3593437
3431,livG,3593438,3594206
3432,livM,3594202,3595480
3433,livH,3595476,3596403
3434,livK,3596450,3597560
3435,panZ,3597983,3598367
3436,livJ,3598554,3599658
3437,rpoH,3599928,3600783
3438,ftsX,3601027,3602086
3439,ftsE,3602078,3602747
3440,ftsY,3602749,3604243
3441,rsmD,3604392,3604989
3442,yhhL,3604978,3605248
3443,yhhM,3605250,3605610
3444,yhhN,3605750,3606377
3445,zntA,3606450,3608649
3446,tusA,3608750,3608996
3447,yhhQ,3609216,3609882
3448,dcrB,3609954,3610512
3449,yhhS,3610515,3611733
3450,yhhT,3611864,3612914
3451,acpT,3612968,3613556
3452,nikA,3613666,3615241
3453,nikB,3615240,3616185
3454,nikC,3616181,3617015
3455,nikD,3617014,3617779
3456,nikE,3617775,3618582
3457,nikR,3618587,3618989
3458,rhsB,3619191,3623427
3459,yhhH,3623398,3623782
3460,yhhI,3624377,3625514
3461,yhhJ,3625678,3626803
3462,rbbA,3626802,3629538
3463,yhiI,3629534,3630602
3464,yhiJ,3630967,3632590
3465,yhiL,3632851,3634458
3466,yhiM,3634840,3635893
3467,yhiN,3636207,3637410
3468,pitA,3637641,3639141
3469,uspB,3639384,3639720
3470,uspA,3640110,3640545
3471,dtpB,3640861,3642331
3472,rsmJ,3642379,3643132
3473,prlC,3643139,3645182
3474,rlmJ,3645384,3646227
3475,gor,3646298,3647651
3476,dinQ,3647704,3647788
3477,arsR,3648527,3648881
3478,arsB,3648934,3650224
3479,arsC,3650236,3650662
3480,yhiS,3651290,3653713
3481,insH-11,3652181,3653198
3482,slp,3653960,3654527
3483,dctR,3654682,3655213
3484,yhiD,3655254,3655902
3485,hdeB,3655965,3656292
3486,hdeA,3656407,3656740
3487,hdeD,3656994,3657567
3488,gadE,3658365,3658893
3489,mdtE,3659231,3660389
3490,mdtF,3660413,3663527
3491,gadW,3663889,3664618
3492,gadX,3664985,3665810
3493,gadA,3666179,3667580
3494,ccp,3667790,3669188
3495,treF,3669591,3671241
3496,yhjB,3671291,3671894
3497,yhjC,3672413,3673313
3498,yhjD,3673361,3674375
3499,yhjE,3674785,3676108
3500,yhjG,3676289,3678350
3501,pdeH,3678419,3679187
3502,kdgK,3679418,3680348
3503,yhjJ,3680443,3681940
3504,dctA,3682160,3683447
3505,pdeK,3683629,3685618
3506,bcsC,3685699,3689173
3507,bcsZ,3689154,3690261
3508,bcsB,3690267,3692607
3509,bcsA,3692617,3695236
3510,bcsQ,3695232,3695985
3511,yhjR,3695996,3696185
3512,bcsE,3696457,3698029
3513,bcsF,3698025,3698217
3514,bcsG,3698213,3699893
3515,ldrD,3699979,3700087
3516,yhjV,3700562,3701834
3517,dppF,3701863,3702868
3518,dppD,3702864,3703848
3519,dppC,3703858,3704761
3520,dppB,3704770,3705790
3521,dppA,3706097,3707705
3522,eptB,3708783,3710475
3523,yhjX,3710798,3712007
3524,yhjY,3712235,3712934
3525,tag,3713091,3713655
3526,yiaC,3713651,3714092
3527,bisC,3714060,3716394
3528,yiaD,3716546,3717206
3529,ghrB,3717309,3718284
3530,yiaF,3718333,3719044
3531,yiaG,3719477,3719768
3532,cspA,3720048,3720261
3533,hokA,3720447,3720600
3534,insJ,3720679,3721201
3535,insK,3721197,3722049
3536,glyS,3722327,3724397
3537,glyQ,3724406,3725318
3538,ysaB,3725412,3725712
3539,wecH,3725886,3726882
3540,yiaA,3726923,3727361
3541,yiaB,3727406,3727748
3542,xylB,3727916,3729371
3543,xylA,3729442,3730765
3544,xylF,3731130,3732123
3545,xylG,3732200,3733742
3546,xylH,3733719,3734901
3547,xylR,3734978,3736157
3548,bax,3736352,3737177
3549,malS,3737496,3739527
3550,avtA,3739704,3740958
3551,ysaA,3741108,3741582
3552,yiaJ,3741683,3742532
3553,yiaK,3742732,3743731
3554,yiaL,3743742,3744210
3555,yiaM,3744327,3744801
3556,yiaN,3744803,3746081
3557,yiaO,3746093,3747080
3558,lyxK,3747083,3748580
3559,sgbH,3748576,3749239
3560,sgbU,3749231,3750092
3561,sgbE,3750085,3750781
3562,yiaT,3751127,3751868
3563,yiaU,3751991,3752966
3564,yiaV,3752962,3754099
3565,yiaW,3754104,3754428
3566,aldB,3754972,3756511
3567,yiaY,3756675,3757827
3568,selB,3758016,3759861
3569,selA,3759857,3761249
3570,yibF,3761346,3761955
3571,rhsA,3762182,3766316
3572,yibA,3766336,3767179
3573,yibJ,3767220,3767922
3574,yibG,3768176,3768638
3575,yibS,3768638,3768890
3576,yibV,3769344,3769680
3577,yibH,3770242,3771379
3578,yibI,3771381,3771744
3579,mtlA,3772280,3774194
3580,mtlD,3774423,3775572
3581,mtlR,3775571,3776159
3582,yibT,3776170,3776380
3583,yibL,3776664,3777027
3584,lldP,3777398,3779054
3585,lldR,3779053,3779830
3586,lldD,3779826,3781017
3587,trmL,3781214,3781688
3588,cysE,3781740,3782562
3589,gpsA,3782641,3783661
3590,secB,3783660,3784128
3591,grxC,3784190,3784442
3592,yibN,3784583,3785015
3593,gpmM,3785259,3786804
3594,envC,3786837,3788097
3595,yibQ,3788100,3789060
3596,waaH,3789046,3790081
3597,tdh,3790319,3791345
3598,kbl,3791354,3792551
3599,htrL,3792825,3793683
3600,rfaD,3793986,3794919
3601,waaF,3794928,3795975
3602,waaC,3795978,3796938
3603,waaL,3796947,3798207
3604,waaU,3798238,3799312
3605,waaZ,3799344,3800196
3606,waaY,3800266,3800965
3607,waaJ,3800982,3801999
3608,waaO,3802038,3803058
3609,waaB,3803057,3804137
3610,waaS,3804180,3805116
3611,waaP,3805152,3805950
3612,waaG,3805942,3807067
3613,waaQ,3807063,3808098
3614,waaA,3808539,3809817
3615,coaD,3809824,3810304
3616,mutM,3810342,3811152
3617,rpmG,3811249,3811417
3618,rpmB,3811437,3811674
3619,yicR,3811890,3812559
3620,dfp,3812730,3813951
3621,dut,3813931,3814387
3622,slmA,3814493,3815090
3623,pyrE,3815126,3815768
3624,rph,3815862,3816549
3625,yicC,3816675,3817539
3626,dinD,3817759,3818584
3627,yicG,3818873,3819491
3628,ligB,3819487,3821170
3629,gmk,3821427,3822051
3630,rpoZ,3822105,3822381
3631,spoT,3822399,3824508
3632,trmH,3824514,3825204
3633,recG,3825209,3827291
3634,gltS,3827459,3828665
3635,xanP,3828944,3830336
3636,yicH,3830456,3832166
3637,yicI,3832218,3834537
3638,yicJ,3834546,3835929
3639,setC,3836952,3838137
3640,yicL,3838247,3839171
3641,nlpA,3839174,3839993
3642,yicS,3840214,3840508
3643,nepI,3840548,3841739
3644,yicN,3841949,3842402
3645,adeQ,3842454,3843789
3646,adeD,3843963,3845730
3647,uhpT,3845775,3847167
3648,uhpC,3847304,3848624
3649,uhpB,3848633,3850136
3650,uhpA,3850135,3850726
3651,ilvN,3850801,3851092
3652,ilvB,3851095,3852784
3653,ivbL,3852889,3852988
3654,tisB,3853552,3853642
3655,emrD,3853921,3855106
3656,yidF,3855113,3855611
3657,yidG,3855607,3855970
3658,yidH,3855959,3856307
3659,yidI,3856414,3856864
3660,yidJ,3856910,3858404
3661,yidK,3858400,3860116
3662,yidL,3860282,3861176
3663,glvG,3861348,3861987
3664,glvB,3861986,3862472
3665,glvC,3862496,3863603
3666,yidP,3863898,3864615
3667,yidE,3864611,3866273
3668,ibpB,3866468,3866897
3669,ibpA,3867008,3867422
3670,yidQ,3867727,3868060
3671,yidR,3868061,3869309
3672,cbrA,3869376,3870441
3673,dgoT,3870437,3871730
3674,dgoD,3871849,3872998
3675,dgoA,3872994,3873612
3676,dgoK,3873595,3874474
3677,dgoR,3874470,3875160
3678,yidX,3875437,3876094
3679,yidA,3876139,3876952
3680,yidB,3877066,3877465
3681,gyrB,3877704,3880119
3682,recF,3880147,3881221
3683,dnaN,3881220,3882321
3684,dnaA,3882325,3883729
3685,ysdD,3884025,3884106
3686,rpmH,3884335,3884476
3687,rnpA,3884492,3884852
3688,yidD,3884815,3885073
3689,yidC,3885075,3886722
3690,mnmE,3886827,3888192
3691,tnaC,3888434,3888509
3692,tnaA,3888729,3890145
3693,tnaB,3890235,3891483
3694,mdtL,3891614,3892790
3695,yidZ,3892764,3893724
3696,yieE,3893880,3894630
3697,yieF,3894651,3895218
3698,adeP,3895271,3896609
3699,yieH,3896773,3897439
3700,cbrB,3897505,3897973
3701,cbrC,3898021,3898609
3702,yieK,3898670,3899393
3703,yieL,3899407,3900577
3704,bglH,3900603,3902220
3705,bglB,3902288,3903701
3706,bglF,3903719,3905597
3707,bglG,3905730,3906567
3708,phoU,3906852,3907578
3709,pstB,3907592,3908366
3710,pstA,3908548,3909439
3711,pstC,3909438,3910398
3712,pstS,3910484,3911525
3713,glmS,3911838,3913668
3714,glmU,3913829,3915200
3715,atpC,3915552,3915972
3716,atpD,3915992,3917375
3717,atpG,3917401,3918265
3718,atpA,3918315,3919857
3719,atpH,3919869,3920403
3720,atpF,3920417,3920888
3721,atpE,3920949,3921189
3722,atpB,3921235,3922051
3723,atpI,3922059,3922440
3724,rsmG,3923056,3923680
3725,mnmG,3923743,3925633
3726,mioC,3926011,3926455
3727,asnC,3926544,3927003
3728,asnA,3927154,3928147
3729,viaA,3928151,3929603
3730,ravA,3929596,3931093
3731,kup,3931315,3933184
3732,rbsD,3933350,3933770
3733,rbsA,3933777,3935283
3734,rbsC,3935287,3936253
3735,rbsB,3936277,3937168
3736,rbsK,3937293,3938223
3737,rbsR,3938226,3939219
3738,hsrA,3939184,3940612
3739,yieP,3940634,3941327
3740,hdfR,3947127,3947967
3741,maoP,3948085,3948424
3742,yifB,3948448,3949969
3743,ilvL,3950321,3950420
3744,ilvX,3950506,3950557
3745,ilvG,3950559,3952204
3746,ilvM,3952200,3952464
3747,ilvE,3952483,3953413
3748,ilvD,3953477,3955328
3749,ilvA,3955330,3956875
3750,ilvY,3956926,3957820
3751,ilvC,3957969,3959445
3752,ppiC,3959531,3959813
3753,yifN,3960011,3960460
3754,rep,3960676,3962698
3755,gpp,3962744,3964229
3756,rhlB,3964364,3965630
3757,trxA,3965760,3966090
3758,rhoL,3966230,3966332
3759,rho,3966416,3967676
3760,rfe,3967915,3969019
3761,wzzE,3969030,3970077
3762,wecB,3970132,3971263
3763,wecC,3971259,3972522
3764,rffG,3972521,3973589
3765,rffH,3973607,3974489
3766,rffC,3974466,3975141
3767,wecE,3975145,3976276
3768,wzxE,3976277,3977528
3769,rffT,3977524,3978604
3770,wzyE,3978600,3979953
3771,rffM,3979955,3980696
3772,yifK,3980886,3982272
3773,aslB,3982957,3984193
3774,aslA,3984351,3986007
3775,hemY,3986685,3987882
3776,hemX,3987884,3989066
3777,hemD,3989087,3989828
3778,hemC,3989824,3990766
3779,cyaA,3991152,3993699
3780,cyaY,3993738,3994059
3781,yzcX,3993849,3994335
3782,yifL,3994521,3994725
3783,dapF,3994761,3995586
3784,yigA,3995582,3996290
3785,xerC,3996286,3997183
3786,yigB,3997182,3997899
3787,uvrD,3997982,4000145
3788,yigE,4000291,4001056
3789,corA,4001425,4002376
3790,yigF,4002418,4002799
3791,yigG,4002812,4003193
3792,rarD,4003287,4004178
3793,yigI,4004229,4004697
3794,pldA,4004861,4005731
3795,recQ,4005863,4007693
3796,rhtC,4007756,4008377
3797,rhtB,4008438,4009059
3798,pldB,4009169,4010192
3799,yigL,4010199,4011000
3800,bioP,4011075,4011975
3801,metR,4011862,4012816
3802,metE,4013052,4015314
3803,ysgA,4015353,4016169
3804,udp,4016430,4017192
3805,rmuC,4017332,4018760
3806,ubiE,4018854,4019610
3807,ubiJ,4019623,4020229
3808,ubiB,4020225,4021866
3809,tatA,4021944,4022214
3810,tatB,4022217,4022733
3811,tatC,4022735,4023512
3812,tatD,4023553,4024336
3813,rfaH,4024332,4024821
3814,ubiD,4024987,4026481
3815,fre,4026526,4027228
3816,fadA,4027608,4028772
3817,fadB,4028781,4030971
3818,pepQ,4031160,4032492
3819,yigZ,4032491,4033106
3820,trkH,4033144,4034596
3821,hemG,4034607,4035153
3822,mobB,4040905,4041433
3823,mobA,4041414,4041999
3824,yihD,4042068,4042338
3825,srkA,4042414,4043401
3826,dsbA,4043417,4044044
3827,yihF,4044198,4045629
3828,yihG,4045669,4046602
3829,polA,4046965,4049752
